date_time,location,hour,dayofweek,is_weekend,temp_C,humidity_pct,rain_mm,rain_flag,outage_prob_model,power_status,duration_off_hours
2025-06-06 10:00:00,Lagos,10,4,0,28.77,53.0,0.0,0,0.49,1,0
2025-06-06 11:00:00,Nsukka,11,4,0,27.11,51.7,0.0,0,0.585,0,1
2025-06-06 12:00:00,Enugu,12,4,0,29.14,65.7,0.0,0,0.443,0,2
2025-06-06 13:00:00,Lagos,13,4,0,27.95,67.1,0.0,0,0.432,1,0
2025-06-06 14:00:00,Nsukka,14,4,0,20.86,67.9,4.96,1,0.864,0,1
2025-06-06 15:00:00,Enugu,15,4,0,23.06,77.4,0.39,1,0.525,1,0
2025-06-06 16:00:00,Lagos,16,4,0,22.88,66.5,0.05,1,0.67,0,1
2025-06-06 17:00:00,Nsukka,17,4,0,20.5,74.7,0.0,0,0.546,1,0
2025-06-06 18:00:00,Enugu,18,4,0,20.1,68.7,0.31,1,0.611,1,0
2025-06-06 19:00:00,Lagos,19,4,0,23.4,79.8,0.0,0,0.522,0,6
2025-06-06 20:00:00,Nsukka,20,4,0,21.22,74.9,0.0,0,0.775,0,3
2025-06-06 21:00:00,Enugu,21,4,0,22.37,71.7,1.76,1,0.713,0,1
2025-06-06 22:00:00,Lagos,22,4,0,25.37,65.5,0.0,0,0.534,0,1
2025-06-06 23:00:00,Nsukka,23,4,0,26.17,58.1,0.0,0,0.627,0,1
2025-06-07 00:00:00,Enugu,0,5,1,26.86,66.1,0.0,0,0.47,0,1
2025-06-07 01:00:00,Lagos,1,5,1,29.1,52.4,0.0,0,0.434,1,0
2025-06-07 02:00:00,Nsukka,2,5,1,31.2,50.8,0.0,0,0.652,0,3
2025-06-07 03:00:00,Enugu,3,5,1,31.4,51.2,0.0,0,0.493,1,0
2025-06-07 04:00:00,Lagos,4,5,1,34.36,45.2,0.0,0,0.495,1,0
2025-06-07 05:00:00,Nsukka,5,5,1,32.13,45.6,0.17,1,0.733,0,1
2025-06-07 06:00:00,Enugu,6,5,1,31.27,44.7,0.0,0,0.415,1,0
2025-06-07 07:00:00,Lagos,7,5,1,32.18,43.5,0.0,0,0.448,1,0
2025-06-07 08:00:00,Nsukka,8,5,1,29.99,50.6,0.0,0,0.555,1,0
2025-06-07 09:00:00,Enugu,9,5,1,31.23,48.3,0.0,0,0.449,0,1
2025-06-07 10:00:00,Lagos,10,5,1,29.69,53.9,0.0,0,0.428,1,0
2025-06-07 11:00:00,Nsukka,11,5,1,25.51,52.0,0.0,0,0.63,1,0
2025-06-07 12:00:00,Enugu,12,5,1,26.63,65.2,0.0,0,0.407,1,0
2025-06-07 13:00:00,Lagos,13,5,1,24.6,65.8,0.0,0,0.443,1,0
2025-06-07 14:00:00,Nsukka,14,5,1,22.25,77.8,0.0,0,0.586,1,0
2025-06-07 15:00:00,Enugu,15,5,1,21.47,66.8,0.0,0,0.478,1,0
2025-06-07 16:00:00,Lagos,16,5,1,23.99,78.8,0.0,0,0.402,1,0
2025-06-07 17:00:00,Nsukka,17,5,1,21.84,65.1,2.12,1,0.836,0,1
2025-06-07 18:00:00,Enugu,18,5,1,23.26,74.2,0.0,0,0.558,1,0
2025-06-07 19:00:00,Lagos,19,5,1,22.21,76.7,0.0,0,0.652,1,0
2025-06-07 20:00:00,Nsukka,20,5,1,21.51,67.2,0.12,1,0.95,0,1
2025-06-07 21:00:00,Enugu,21,5,1,23.35,76.6,0.0,0,0.552,1,0
2025-06-07 22:00:00,Lagos,22,5,1,21.48,69.4,0.0,0,0.484,1,0
2025-06-07 23:00:00,Nsukka,23,5,1,25.02,58.1,0.23,1,0.926,0,1
2025-06-08 00:00:00,Enugu,0,6,1,27.49,68.1,0.0,0,0.4,0,1
2025-06-08 01:00:00,Lagos,1,6,1,27.92,54.8,0.75,1,0.632,1,0
2025-06-08 02:00:00,Nsukka,2,6,1,28.87,53.6,0.0,0,0.6,0,2
2025-06-08 03:00:00,Enugu,3,6,1,30.75,42.3,0.0,0,0.473,1,0
2025-06-08 04:00:00,Lagos,4,6,1,33.47,50.7,0.0,0,0.482,1,0
2025-06-08 05:00:00,Nsukka,5,6,1,32.19,44.0,0.0,0,0.694,0,1
2025-06-08 06:00:00,Enugu,6,6,1,34.58,44.5,0.0,0,0.488,1,0
2025-06-08 07:00:00,Lagos,7,6,1,33.95,49.6,0.0,0,0.414,1,0
2025-06-08 08:00:00,Nsukka,8,6,1,31.96,47.0,1.2,1,0.811,0,1
2025-06-08 09:00:00,Enugu,9,6,1,29.76,56.6,0.0,0,0.367,1,0
2025-06-08 10:00:00,Lagos,10,6,1,29.77,52.8,0.0,0,0.433,1,0
2025-06-08 11:00:00,Nsukka,11,6,1,27.96,57.7,0.96,1,0.725,0,2
2025-06-08 12:00:00,Enugu,12,6,1,27.04,60.0,0.0,0,0.509,1,0
2025-06-08 13:00:00,Lagos,13,6,1,25.85,66.3,0.0,0,0.45,0,3
2025-06-08 14:00:00,Nsukka,14,6,1,23.97,70.9,0.0,0,0.699,0,1
2025-06-08 15:00:00,Enugu,15,6,1,21.84,66.3,0.0,0,0.477,0,2
2025-06-08 16:00:00,Lagos,16,6,1,21.31,72.0,0.0,0,0.572,0,1
2025-06-08 17:00:00,Nsukka,17,6,1,20.38,76.5,2.4,1,0.822,0,6
2025-06-08 18:00:00,Enugu,18,6,1,22.36,71.8,0.74,1,0.773,0,1
2025-06-08 19:00:00,Lagos,19,6,1,21.97,68.9,0.0,0,0.49,1,0
2025-06-08 20:00:00,Nsukka,20,6,1,21.08,79.6,0.0,0,0.741,0,1
2025-06-08 21:00:00,Enugu,21,6,1,22.58,72.8,3.98,1,0.73,1,0
2025-06-08 22:00:00,Lagos,22,6,1,23.15,70.8,0.0,0,0.54,0,2
2025-06-08 23:00:00,Nsukka,23,6,1,24.66,60.6,0.0,0,0.767,1,0
2025-06-09 00:00:00,Enugu,0,0,0,27.59,64.9,0.0,0,0.457,1,0
2025-06-09 01:00:00,Lagos,1,0,0,30.27,58.7,0.0,0,0.435,0,2
2025-06-09 02:00:00,Nsukka,2,0,0,30.56,56.7,0.0,0,0.586,0,4
2025-06-09 03:00:00,Enugu,3,0,0,31.37,49.8,0.18,1,0.598,1,0
2025-06-09 04:00:00,Lagos,4,0,0,33.74,47.0,0.0,0,0.388,1,0
2025-06-09 05:00:00,Nsukka,5,0,0,31.47,54.4,0.51,1,0.675,0,1
2025-06-09 06:00:00,Enugu,6,0,0,32.18,51.9,0.0,0,0.464,1,0
2025-06-09 07:00:00,Lagos,7,0,0,33.84,45.1,0.0,0,0.486,1,0
2025-06-09 08:00:00,Nsukka,8,0,0,28.79,44.3,0.0,0,0.635,1,0
2025-06-09 09:00:00,Enugu,9,0,0,30.78,54.5,0.0,0,0.409,0,1
2025-06-09 10:00:00,Lagos,10,0,0,30.33,56.0,0.0,0,0.4,0,3
2025-06-09 11:00:00,Nsukka,11,0,0,25.85,50.2,0.0,0,0.587,0,2
2025-06-09 12:00:00,Enugu,12,0,0,25.97,72.3,0.0,0,0.379,1,0
2025-06-09 13:00:00,Lagos,13,0,0,25.07,54.3,0.0,0,0.35,0,4
2025-06-09 14:00:00,Nsukka,14,0,0,22.09,68.2,0.0,0,0.621,1,0
2025-06-09 15:00:00,Enugu,15,0,0,23.78,66.6,0.01,1,0.511,0,2
2025-06-09 16:00:00,Lagos,16,0,0,23.54,72.3,0.0,0,0.45,0,1
2025-06-09 17:00:00,Nsukka,17,0,0,22.52,84.3,2.59,1,0.854,1,0
2025-06-09 18:00:00,Enugu,18,0,0,19.41,72.6,0.85,1,0.667,1,0
2025-06-09 19:00:00,Lagos,19,0,0,21.35,70.1,0.81,1,0.744,1,0
2025-06-09 20:00:00,Nsukka,20,0,0,20.58,69.4,0.13,1,0.809,0,1
2025-06-09 21:00:00,Enugu,21,0,0,24.35,70.4,0.0,0,0.541,0,1
2025-06-09 22:00:00,Lagos,22,0,0,25.63,71.1,0.0,0,0.548,0,1
2025-06-09 23:00:00,Nsukka,23,0,0,23.1,58.0,0.0,0,0.606,1,0
2025-06-10 00:00:00,Enugu,0,1,0,27.39,56.0,0.84,1,0.611,1,0
2025-06-10 01:00:00,Lagos,1,1,0,31.09,51.1,0.0,0,0.373,1,0
2025-06-10 02:00:00,Nsukka,2,1,0,29.08,50.4,0.0,0,0.591,1,0
2025-06-10 03:00:00,Enugu,3,1,0,32.4,57.0,0.0,0,0.415,1,0
2025-06-10 04:00:00,Lagos,4,1,0,32.44,50.9,0.0,0,0.487,1,0
2025-06-10 05:00:00,Nsukka,5,1,0,32.99,46.0,3.19,1,0.778,0,1
2025-06-10 06:00:00,Enugu,6,1,0,33.79,48.3,0.0,0,0.477,0,1
2025-06-10 07:00:00,Lagos,7,1,0,34.24,42.4,0.05,1,0.661,0,1
2025-06-10 08:00:00,Nsukka,8,1,0,32.63,36.2,0.0,0,0.64,1,0
2025-06-10 09:00:00,Enugu,9,1,0,31.54,42.8,0.0,0,0.5,0,1
2025-06-10 10:00:00,Lagos,10,1,0,30.47,50.5,0.0,0,0.413,0,7
2025-06-10 11:00:00,Nsukka,11,1,0,26.76,50.3,0.0,0,0.603,1,0
2025-06-10 12:00:00,Enugu,12,1,0,23.94,63.1,0.0,0,0.387,0,1
2025-06-10 13:00:00,Lagos,13,1,0,27.93,50.0,0.0,0,0.341,0,3
2025-06-10 14:00:00,Nsukka,14,1,0,23.48,70.3,0.0,0,0.59,0,2
2025-06-10 15:00:00,Enugu,15,1,0,24.19,66.8,0.0,0,0.399,0,1
2025-06-10 16:00:00,Lagos,16,1,0,23.96,74.5,0.82,1,0.617,1,0
2025-06-10 17:00:00,Nsukka,17,1,0,18.91,78.9,0.0,0,0.621,0,1
2025-06-10 18:00:00,Enugu,18,1,0,21.79,88.6,0.0,0,0.48,1,0
2025-06-10 19:00:00,Lagos,19,1,0,22.73,71.9,0.0,0,0.635,1,0
2025-06-10 20:00:00,Nsukka,20,1,0,19.93,77.6,0.0,0,0.707,0,7
2025-06-10 21:00:00,Enugu,21,1,0,23.18,80.2,0.59,1,0.675,0,2
2025-06-10 22:00:00,Lagos,22,1,0,24.55,72.1,0.0,0,0.563,1,0
2025-06-10 23:00:00,Nsukka,23,1,0,24.9,58.2,3.87,1,0.948,0,4
2025-06-11 00:00:00,Enugu,0,2,0,26.97,61.8,0.0,0,0.409,0,2
2025-06-11 01:00:00,Lagos,1,2,0,31.02,41.8,0.0,0,0.392,1,0
2025-06-11 02:00:00,Nsukka,2,2,0,29.11,58.7,2.15,1,0.734,0,1
2025-06-11 03:00:00,Enugu,3,2,0,30.59,51.7,5.01,1,0.61,0,5
2025-06-11 04:00:00,Lagos,4,2,0,31.5,52.9,0.15,1,0.555,1,0
2025-06-11 05:00:00,Nsukka,5,2,0,32.63,46.8,0.0,0,0.6,1,0
2025-06-11 06:00:00,Enugu,6,2,0,32.5,56.1,0.0,0,0.463,1,0
2025-06-11 07:00:00,Lagos,7,2,0,32.77,56.7,0.0,0,0.449,1,0
2025-06-11 08:00:00,Nsukka,8,2,0,30.94,46.0,1.66,1,0.789,0,2
2025-06-11 09:00:00,Enugu,9,2,0,32.35,52.7,5.13,1,0.534,1,0
2025-06-11 10:00:00,Lagos,10,2,0,29.04,53.7,0.0,0,0.378,0,1
2025-06-11 11:00:00,Nsukka,11,2,0,28.9,52.8,4.39,1,0.852,0,1
2025-06-11 12:00:00,Enugu,12,2,0,29.79,67.6,0.0,0,0.37,1,0
2025-06-11 13:00:00,Lagos,13,2,0,27.06,63.4,0.0,0,0.473,0,3
2025-06-11 14:00:00,Nsukka,14,2,0,23.11,76.4,0.0,0,0.648,0,1
2025-06-11 15:00:00,Enugu,15,2,0,23.31,75.5,0.0,0,0.336,1,0
2025-06-11 16:00:00,Lagos,16,2,0,21.09,64.2,0.35,1,0.579,0,7
2025-06-11 17:00:00,Nsukka,17,2,0,20.01,85.0,0.0,0,0.58,1,0
2025-06-11 18:00:00,Enugu,18,2,0,21.54,77.8,0.0,0,0.536,0,1
2025-06-11 19:00:00,Lagos,19,2,0,23.26,67.6,0.08,1,0.669,1,0
2025-06-11 20:00:00,Nsukka,20,2,0,20.06,67.6,2.99,1,0.916,0,3
2025-06-11 21:00:00,Enugu,21,2,0,21.34,67.8,1.65,1,0.717,0,1
2025-06-11 22:00:00,Lagos,22,2,0,22.47,67.3,0.0,0,0.527,1,0
2025-06-11 23:00:00,Nsukka,23,2,0,25.1,68.4,0.0,0,0.636,0,1
2025-06-12 00:00:00,Enugu,0,3,0,28.57,58.4,0.0,0,0.337,1,0
2025-06-12 01:00:00,Lagos,1,3,0,29.27,55.2,0.0,0,0.454,1,0
2025-06-12 02:00:00,Nsukka,2,3,0,28.8,41.8,0.0,0,0.628,0,3
2025-06-12 03:00:00,Enugu,3,3,0,29.84,59.4,2.39,1,0.496,0,5
2025-06-12 04:00:00,Lagos,4,3,0,32.88,51.2,0.0,0,0.395,0,4
2025-06-12 05:00:00,Nsukka,5,3,0,29.66,41.5,0.0,0,0.62,1,0
2025-06-12 06:00:00,Enugu,6,3,0,32.13,42.1,0.0,0,0.331,0,1
2025-06-12 07:00:00,Lagos,7,3,0,34.72,49.6,0.0,0,0.38,1,0
2025-06-12 08:00:00,Nsukka,8,3,0,30.22,41.3,0.39,1,0.722,1,0
2025-06-12 09:00:00,Enugu,9,3,0,32.12,41.5,0.0,0,0.389,0,2
2025-06-12 10:00:00,Lagos,10,3,0,29.26,46.2,1.66,1,0.469,1,0
2025-06-12 11:00:00,Nsukka,11,3,0,28.98,55.4,0.0,0,0.565,1,0
2025-06-12 12:00:00,Enugu,12,3,0,25.05,48.3,1.39,1,0.557,0,2
2025-06-12 13:00:00,Lagos,13,3,0,26.24,60.2,0.0,0,0.423,1,0
2025-06-12 14:00:00,Nsukka,14,3,0,23.29,75.4,0.0,0,0.597,1,0
2025-06-12 15:00:00,Enugu,15,3,0,24.27,63.5,0.83,1,0.605,0,4
2025-06-12 16:00:00,Lagos,16,3,0,22.34,74.4,0.53,1,0.584,0,1
2025-06-12 17:00:00,Nsukka,17,3,0,23.7,65.6,0.14,1,0.809,0,1
2025-06-12 18:00:00,Enugu,18,3,0,22.41,76.0,0.0,0,0.403,1,0
2025-06-12 19:00:00,Lagos,19,3,0,22.65,79.9,1.24,1,0.707,1,0
2025-06-12 20:00:00,Nsukka,20,3,0,21.14,78.4,0.0,0,0.769,0,1
2025-06-12 21:00:00,Enugu,21,3,0,20.99,73.1,0.0,0,0.497,1,0
2025-06-12 22:00:00,Lagos,22,3,0,23.21,67.8,0.0,0,0.578,1,0
2025-06-12 23:00:00,Nsukka,23,3,0,23.61,61.3,1.86,1,0.881,0,1
2025-06-13 00:00:00,Enugu,0,4,0,27.47,51.2,0.0,0,0.406,0,3
2025-06-13 01:00:00,Lagos,1,4,0,29.43,65.1,0.0,0,0.365,1,0
2025-06-13 02:00:00,Nsukka,2,4,0,29.0,53.9,0.0,0,0.596,0,2
2025-06-13 03:00:00,Enugu,3,4,0,31.78,48.3,0.0,0,0.449,0,2
2025-06-13 04:00:00,Lagos,4,4,0,32.86,39.5,0.0,0,0.373,1,0
2025-06-13 05:00:00,Nsukka,5,4,0,31.03,48.7,0.0,0,0.612,0,5
2025-06-13 06:00:00,Enugu,6,4,0,32.36,37.1,0.0,0,0.373,1,0
2025-06-13 07:00:00,Lagos,7,4,0,34.29,43.2,0.0,0,0.313,1,0
2025-06-13 08:00:00,Nsukka,8,4,0,29.84,44.5,0.0,0,0.484,0,1
2025-06-13 09:00:00,Enugu,9,4,0,30.7,50.7,1.04,1,0.551,1,0
2025-06-13 10:00:00,Lagos,10,4,0,31.77,51.9,0.0,0,0.406,0,1
